age,workclass,education,Education-num,occupation,race,sex,Hours-per-week,wage
32, Private, Bachelors,13, Exec-managerial, White, Male,40, <=50K
60, Private, HS-grad,9, Other-service, White, Female,40, <=50K
22, Private, Some-college,10, Adm-clerical, White, Female,20, <=50K
31, Private, Some-college,10, Exec-managerial, White, Female,30, <=50K
44, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
25, Self-emp-inc, HS-grad,9, Exec-managerial, White, Male,60, >50K
47, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
23, Private, 5th-6th,3, Handlers-cleaners, White, Male,40, <=50K
34, Private, Some-college,10, Other-service, White, Male,62, <=50K
34, Private, HS-grad,9, Transport-moving, White, Male,40, >50K
17, Private, 10th,6, Prof-specialty, White, Male,20, <=50K
31, Private, Some-college,10, Sales, White, Male,38, >50K
22, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
21, Private, 11th,7, Craft-repair, White, Male,35, <=50K
37, Private, Assoc-voc,11, Sales, White, Male,45, >50K
31, Private, HS-grad,9, Other-service, Black, Female,40, <=50K
37, Self-emp-inc, Masters,14, Exec-managerial, White, Male,70, >50K
27, Private, Some-college,10, Adm-clerical, Black, Female,36, <=50K
27, Private, Prof-school,15, Prof-specialty, White, Female,45, <=50K
81,, HS-grad,9,, White, Male,18, <=50K
25, Private, HS-grad,9, Sales, White, Female,40, <=50K
39, Private, Assoc-voc,11, Machine-op-inspct, White, Male,40, <=50K
18, Private, Some-college,10, Other-service, Asian-Pac-Islander, Male,16, <=50K
29, Self-emp-not-inc, HS-grad,9, Farming-fishing, White, Male,40, <=50K
52, Private, Bachelors,13, Other-service, White, Male,40, <=50K
57, Private, HS-grad,9, Sales, White, Male,40, <=50K
22, Private, HS-grad,9, Other-service, White, Female,35, <=50K
32, Private, Assoc-voc,11, Adm-clerical, White, Male,40, <=50K
31, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
66, Private, 9th,5, Other-service, Black, Female,30, <=50K
72,, 7th-8th,4,, White, Female,20, <=50K
37, Private, 11th,7, Other-service, White, Male,40, <=50K
40, Self-emp-not-inc, Some-college,10, Craft-repair, White, Male,35, >50K
27, Private, 10th,6, Machine-op-inspct, White, Female,40, <=50K
35, Private, HS-grad,9, Exec-managerial, White, Female,50, <=50K
48, Private, Some-college,10, Sales, Black, Female,35, <=50K
48, Private, 5th-6th,3, Transport-moving, White, Male,40, <=50K
24, Private, Assoc-voc,11, Machine-op-inspct, White, Male,35, <=50K
70, Private, HS-grad,9, Exec-managerial, White, Male,30, <=50K
90, Private, Bachelors,13, Exec-managerial, White, Female,40, >50K
45, Private, HS-grad,9, Transport-moving, White, Male,50, <=50K
40, Private, Masters,14, Prof-specialty, White, Male,50, >50K
27, Private, Some-college,10, Other-service, White, Female,40, <=50K
26, Private, Bachelors,13, Prof-specialty, White, Male,40, <=50K
23, Private, Some-college,10, Prof-specialty, White, Male,20, <=50K
18, Private, 11th,7, Sales, White, Female,40, <=50K
37, Local-gov, HS-grad,9, Craft-repair, White, Male,40, <=50K
30, Private, HS-grad,9, Adm-clerical, White, Male,40, <=50K
45, Private, HS-grad,9, Machine-op-inspct, Black, Male,35, <=50K
41, Private, Some-college,10, Adm-clerical, Black, Female,40, <=50K
19,, HS-grad,9,, White, Male,40, <=50K
47, Private, HS-grad,9, Other-service, White, Female,4, <=50K
20, Federal-gov, Some-college,10, Protective-serv, Black, Male,40, <=50K
23, Private, Bachelors,13, Prof-specialty, White, Male,40, <=50K
48, Federal-gov, Masters,14, Prof-specialty, White, Male,40, >50K
54, Private, HS-grad,9, Sales, White, Female,35, <=50K
25,, Some-college,10,, White, Male,40, <=50K
30, Private, Assoc-acdm,12, Craft-repair, White, Male,40, <=50K
20,, HS-grad,9,, White, Male,32, <=50K
28, Local-gov, Bachelors,13, Prof-specialty, White, Female,40, <=50K
31, Self-emp-not-inc, HS-grad,9, Prof-specialty, White, Male,40, <=50K
34, Self-emp-not-inc, HS-grad,9, Farming-fishing, White, Male,70, <=50K
32, State-gov, Some-college,10, Farming-fishing, White, Male,50, <=50K
45, Private, Doctorate,16, Prof-specialty, White, Male,40, >50K
29, Private, HS-grad,9, Exec-managerial, White, Male,40, <=50K
57, Self-emp-inc, Prof-school,15, Transport-moving, White, Male,50, >50K
35, Private, Masters,14, Prof-specialty, White, Male,40, >50K
41, Self-emp-inc, Bachelors,13, Exec-managerial, Asian-Pac-Islander, Male,60, >50K
24, Private, 11th,7, Craft-repair, White, Male,65, <=50K
43, Private, Bachelors,13, Sales, Black, Female,35, >50K
23, Private, Bachelors,13, Exec-managerial, White, Male,40, <=50K
33, Self-emp-not-inc, Bachelors,13, Sales, White, Male,45, >50K
23, Private, Some-college,10, Adm-clerical, White, Male,40, <=50K
50, Private, 5th-6th,3, Transport-moving, White, Male,37, <=50K
49, Self-emp-not-inc, HS-grad,9, Craft-repair, White, Male,40, <=50K
39, Private, Some-college,10, Sales, White, Male,45, <=50K
46, Private, HS-grad,9, Exec-managerial, White, Female,28, >50K
40, Private, HS-grad,9, Craft-repair, White, Male,40, >50K
47, Private, Some-college,10, Machine-op-inspct, White, Female,40, <=50K
41, Private, Assoc-voc,11, Sales, White, Male,60, >50K
53, Private, Masters,14, Sales, White, Female,40, <=50K
65, Private, HS-grad,9, Sales, White, Male,18, <=50K
29, Local-gov, HS-grad,9, Transport-moving, White, Female,37, <=50K
58, Private, 9th,5, Handlers-cleaners, White, Male,40, <=50K
40, Self-emp-not-inc, HS-grad,9, Farming-fishing, White, Male,70, <=50K
43, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
23, Private, Some-college,10, Other-service, White, Female,25, <=50K
45, Private, Some-college,10, Machine-op-inspct, White, Female,40, <=50K
37, Private, Bachelors,13, Prof-specialty, White, Female,45, <=50K
30, Private, Bachelors,13, Sales, White, Male,40, >50K
45, Self-emp-not-inc, Some-college,10, Sales, White, Male,40, <=50K
63,, HS-grad,9,, White, Male,40, <=50K
22, Private, Some-college,10, Other-service, White, Female,15, <=50K
42, Private, Bachelors,13, Sales, Black, Male,40, >50K
75,, 10th,6,, Asian-Pac-Islander, Female,1, <=50K
47, Private, HS-grad,9, Craft-repair, White, Male,40, >50K
31, Private, 5th-6th,3, Farming-fishing, White, Male,25, <=50K
48, State-gov, Masters,14, Prof-specialty, White, Male,60, <=50K
41, Private, 7th-8th,4, Craft-repair, White, Male,40, <=50K
26, Private, Bachelors,13, Craft-repair, White, Male,40, <=50K
36, Private, Assoc-acdm,12, Tech-support, White, Male,40, >50K
42, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
47, Private, Masters,14, Sales, White, Female,6, <=50K
70, Self-emp-inc, Some-college,10, Exec-managerial, White, Male,40, >50K
47, Self-emp-inc, HS-grad,9, Machine-op-inspct, White, Male,48, <=50K
33, Private, HS-grad,9, Handlers-cleaners, White, Male,50, >50K
47, Private, Some-college,10, Tech-support, White, Male,60, <=50K
39, Private, Some-college,10, Prof-specialty, White, Female,40, <=50K
43, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
19,, Some-college,10,, White, Male,40, <=50K
43, Local-gov, Assoc-voc,11, Transport-moving, White, Male,22, <=50K
30, Self-emp-not-inc, Bachelors,13, Craft-repair, White, Male,60, <=50K
55, Private, Bachelors,13, Sales, White, Male,50, >50K
50, Private, Doctorate,16, Prof-specialty, White, Female,50, <=50K
55, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
25, Private, 11th,7, Handlers-cleaners, White, Male,40, <=50K
40, Private, Bachelors,13, Exec-managerial, White, Male,40, >50K
29, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
39, Private, Bachelors,13, Prof-specialty, White, Female,20, >50K
60, Private, 10th,6, Other-service, Black, Female,40, <=50K
44, Private, Masters,14, Tech-support, White, Male,20, >50K
21, Private, Some-college,10, Craft-repair, White, Male,55, <=50K
19,, Some-college,10,, White, Female,24, <=50K
62, Private, HS-grad,9, Adm-clerical, White, Female,20, <=50K
41, Private, Masters,14, Exec-managerial, White, Male,65, >50K
50, Self-emp-inc, Masters,14, Prof-specialty, Black, Male,50, <=50K
42, Private, Some-college,10, Exec-managerial, White, Male,40, <=50K
60, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
44, Private, Masters,14, Exec-managerial, White, Male,50, >50K
49, Self-emp-inc, Masters,14, Prof-specialty, White, Male,80, >50K
39, Private, 10th,6, Craft-repair, White, Male,60, >50K
34, State-gov, HS-grad,9, Transport-moving, Black, Male,40, <=50K
39, Private, Assoc-voc,11, Adm-clerical, White, Female,40, <=50K
21, Federal-gov, HS-grad,9, Adm-clerical, White, Male,36, <=50K
39, Private, Bachelors,13, Sales, White, Male,30, >50K
30, Private, Assoc-voc,11, Prof-specialty, White, Male,40, <=50K
51, Private, Some-college,10, Exec-managerial, White, Male,60, >50K
19, Private, HS-grad,9, Prof-specialty, White, Female,40, <=50K
33, Self-emp-inc, Bachelors,13, Sales, White, Male,65, <=50K
36, Private, Prof-school,15, Exec-managerial, White, Male,50, >50K
47, Self-emp-not-inc, Bachelors,13, Prof-specialty, White, Male,30, <=50K
40, Self-emp-not-inc, HS-grad,9, Exec-managerial, White, Male,40, <=50K
25, Private, HS-grad,9, Craft-repair, White, Male,45, <=50K
21, Private, Some-college,10, Other-service, White, Female,35, <=50K
31, Private, HS-grad,9, Craft-repair, White, Male,40, >50K
32, Private, HS-grad,9, Transport-moving, White, Male,50, <=50K
50, Private, Some-college,10, Adm-clerical, White, Male,45, >50K
33, Self-emp-not-inc, Bachelors,13, Other-service, White, Female,15, <=50K
25, Private, Some-college,10, Other-service, Black, Male,38, <=50K
47, Private, Assoc-voc,11, Sales, White, Male,40, >50K
67, Private, HS-grad,9, Sales, White, Female,20, <=50K
48, Private, Assoc-acdm,12, Transport-moving, White, Male,44, <=50K
38, Self-emp-inc, Bachelors,13, Prof-specialty, White, Male,50, >50K
30, Private, Prof-school,15, Prof-specialty, Black, Male,40, <=50K
53, Private, Bachelors,13, Prof-specialty, White, Male,55, >50K
24, Private, Some-college,10, Sales, White, Male,35, <=50K
44, Private, Assoc-voc,11, Adm-clerical, White, Female,20, <=50K
31, Private, HS-grad,9, Other-service, White, Female,99, >50K
42, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
56, Local-gov, Masters,14, Prof-specialty, White, Male,35, >50K
34, Private, 12th,8, Handlers-cleaners, White, Male,35, <=50K
28, Private, HS-grad,9, Craft-repair, White, Male,50, <=50K
40, Private, Some-college,10, Handlers-cleaners, White, Male,40, <=50K
35, Private, Bachelors,13, Adm-clerical, White, Female,40, <=50K
28, Private, HS-grad,9, Other-service, White, Male,40, <=50K
19,, 10th,6,, White, Female,38, <=50K
22, Private, HS-grad,9, Craft-repair, White, Female,40, <=50K
57, Private, HS-grad,9, Sales, White, Female,26, <=50K
32, Private, Some-college,10, Exec-managerial, White, Female,42, <=50K
45, Private, Assoc-acdm,12, Handlers-cleaners, White, Male,40, <=50K
23, Private, Bachelors,13, Prof-specialty, White, Female,40, <=50K
41, Private, 12th,8, Other-service, White, Female,10, <=50K
36, State-gov, Bachelors,13, Prof-specialty, White, Female,38, <=50K
17,, 10th,6,, White, Male,40, <=50K
35, Private, Bachelors,13, Sales, White, Male,40, <=50K
40, Private, Some-college,10, Sales, Black, Female,40, <=50K
33, Private, 10th,6, Handlers-cleaners, White, Male,40, <=50K
22, Private, Some-college,10, Adm-clerical, White, Male,50, <=50K
35, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
67, Self-emp-inc, Bachelors,13, Other-service, White, Female,35, <=50K
53, Private, HS-grad,9, Craft-repair, White, Male,35, <=50K
27, Private, Some-college,10, Other-service, White, Male,40, <=50K
18, Private, Some-college,10, Other-service, White, Female,16, <=50K
30, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
25, Private, Bachelors,13, Prof-specialty, Asian-Pac-Islander, Male,40, <=50K
36, Private, HS-grad,9, Other-service, White, Male,40, <=50K
55, Private, Bachelors,13, Craft-repair, White, Male,40, <=50K
60, State-gov, Doctorate,16, Prof-specialty, White, Male,60, >50K
40, Private, Masters,14, Exec-managerial, White, Male,50, >50K
45, Local-gov, HS-grad,9, Protective-serv, White, Male,40, >50K
33, Local-gov, Bachelors,13, Protective-serv, Black, Male,70, >50K
47, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
27, Private, Some-college,10, Exec-managerial, White, Male,40, <=50K
62, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
31, Federal-gov, Assoc-voc,11, Prof-specialty, White, Male,40, <=50K
22, Private, Assoc-acdm,12, Exec-managerial, Asian-Pac-Islander, Male,6, <=50K
36, Local-gov, Bachelors,13, Prof-specialty, White, Male,40, <=50K
29, Federal-gov, Some-college,10, Adm-clerical, White, Male,40, >50K
23,, HS-grad,9,, White, Female,40, <=50K
23, Private, HS-grad,9, Handlers-cleaners, White, Male,25, <=50K
20, Local-gov, Some-college,10, Adm-clerical, White, Female,10, <=50K
28, Private, 10th,6, Handlers-cleaners, White, Male,40, <=50K
30, Self-emp-not-inc, Some-college,10, Other-service, White, Female,30, <=50K
39, Private, HS-grad,9, Other-service, White, Male,60, >50K
55, Self-emp-inc, Some-college,10, Sales, White, Male,40, <=50K
59, Private, HS-grad,9, Tech-support, White, Male,60, >50K
60, Self-emp-not-inc, Prof-school,15, Sales, White, Male,45, >50K
39, Private, Bachelors,13, Exec-managerial, White, Male,40, <=50K
63, Self-emp-inc, Some-college,10, Exec-managerial, White, Male,45, >50K
23, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
21,, HS-grad,9,, White, Female,40, <=50K
81, Self-emp-not-inc, HS-grad,9, Adm-clerical, White, Female,20, <=50K
41, Local-gov, Masters,14, Prof-specialty, White, Female,60, <=50K
84, Private, Masters,14, Prof-specialty, White, Male,66, <=50K
63, Private, 9th,5, Farming-fishing, Black, Male,40, <=50K
30, Private, HS-grad,9, Adm-clerical, White, Female,45, <=50K
25, Private, 5th-6th,3, Machine-op-inspct, White, Male,40, <=50K
40, Private, Prof-school,15, Prof-specialty, White, Male,40, >50K
43, Private, Bachelors,13, Sales, White, Male,50, >50K
28, Private, Some-college,10, Other-service, White, Male,40, <=50K
38, Local-gov, Prof-school,15, Prof-specialty, Black, Male,40, >50K
38, Private, Prof-school,15, Prof-specialty, White, Male,99, >50K
21, Private, Some-college,10, Priv-house-serv, White, Female,40, <=50K
59, Private, Some-college,10, Adm-clerical, White, Female,16, >50K
59, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
17, Private, 11th,7, Other-service, White, Female,15, <=50K
32, Self-emp-inc, HS-grad,9, Craft-repair, White, Male,45, >50K
56, Private, HS-grad,9, Transport-moving, White, Male,44, >50K
33,, Some-college,10,, White, Female,40, <=50K
56, Private, Some-college,10, Exec-managerial, White, Female,50, >50K
39, Private, HS-grad,9, Machine-op-inspct, Black, Female,36, <=50K
36, Local-gov, Bachelors,13, Prof-specialty, Black, Male,35, <=50K
30, Private, Assoc-acdm,12, Craft-repair, White, Male,50, >50K
30, Private, Bachelors,13, Sales, White, Male,50, >50K
59, Private, Masters,14, Exec-managerial, White, Male,40, >50K
33, Private, Assoc-voc,11, Machine-op-inspct, White, Male,50, <=50K
28, Private, Masters,14, Prof-specialty, White, Female,40, >50K
33, Self-emp-not-inc, HS-grad,9, Craft-repair, White, Male,40, <=50K
30, Local-gov, HS-grad,9, Protective-serv, White, Male,40, <=50K
38, Private, Bachelors,13, Prof-specialty, White, Female,40, <=50K
19, Private, Some-college,10, Other-service, White, Female,12, <=50K
55, Private, Prof-school,15, Exec-managerial, White, Male,40, >50K
31, Private, HS-grad,9, Sales, White, Female,25, <=50K
31, Federal-gov, Assoc-acdm,12, Adm-clerical, White, Male,40, <=50K
25, Private, Some-college,10, Adm-clerical, White, Female,40, >50K
22, Private, Assoc-voc,11, Tech-support, White, Male,40, <=50K
20, Private, Some-college,10, Handlers-cleaners, White, Male,20, <=50K
50, Local-gov, Masters,14, Prof-specialty, White, Female,40, >50K
53, Private, Some-college,10, Exec-managerial, White, Male,60, >50K
62, Local-gov, Doctorate,16, Prof-specialty, White, Female,40, <=50K
43, Private, Some-college,10, Craft-repair, White, Male,35, <=50K
25, Private, Bachelors,13, Prof-specialty, White, Male,40, <=50K
24, Private, Bachelors,13, Sales, White, Female,30, <=50K
35, Private, HS-grad,9, Prof-specialty, White, Female,40, <=50K
42, Local-gov, HS-grad,9, Craft-repair, White, Male,40, <=50K
59, Local-gov, Some-college,10, Protective-serv, White, Male,42, <=50K
38, Private, Some-college,10, Craft-repair, White, Male,58, <=50K
22, State-gov, Some-college,10, Adm-clerical, White, Female,20, <=50K
43, Private, Masters,14, Prof-specialty, White, Male,55, <=50K
75,, Some-college,10,, White, Male,13, <=50K
23, Private, Some-college,10, Handlers-cleaners, Black, Male,40, <=50K
26, Private, HS-grad,9, Adm-clerical, White, Male,50, <=50K
55, Private, Some-college,10, Craft-repair, White, Male,52, <=50K
64, State-gov, Some-college,10, Adm-clerical, White, Female,65, <=50K
20, Private, Some-college,10, Prof-specialty, White, Female,18, <=50K
43, Private, HS-grad,9, Handlers-cleaners, Black, Male,40, <=50K
39, Private, HS-grad,9, Exec-managerial, White, Male,40, <=50K
67, Self-emp-inc, 10th,6, Craft-repair, White, Male,40, <=50K
51, Private, 7th-8th,4, Craft-repair, White, Male,40, <=50K
33, State-gov, HS-grad,9, Other-service, White, Male,40, <=50K
44, Local-gov, Masters,14, Prof-specialty, White, Male,35, <=50K
21,, HS-grad,9,, White, Male,40, <=50K
33, Private, Bachelors,13, Tech-support, White, Female,45, >50K
34, Private, Bachelors,13, Exec-managerial, White, Male,48, >50K
46, Private, Bachelors,13, Exec-managerial, White, Male,51, <=50K
26, Private, Some-college,10, Machine-op-inspct, Black, Male,40, <=50K
25, Private, Some-college,10, Sales, White, Male,50, <=50K
22, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
41, Local-gov, Some-college,10, Craft-repair, White, Male,40, <=50K
23, Local-gov, HS-grad,9, Farming-fishing, White, Male,40, <=50K
46, Private, HS-grad,9, Sales, White, Female,40, <=50K
17, Private, 10th,6, Other-service, White, Male,15, <=50K
66, Local-gov, HS-grad,9, Adm-clerical, White, Female,35, >50K
28, Private, Bachelors,13, Sales, White, Female,40, <=50K
37, Private, HS-grad,9, Exec-managerial, White, Male,60, >50K
37, Private, Some-college,10, Tech-support, White, Female,40, <=50K
